ProductNumber,Brand,Name,Rating,Evaluations,Price,Availability,URL,Type,Size(inci)
134539,Paiste,"14"" Signature Medium Hi-Hat",5,15,2444.00,Available,https://www.thomann.de/ro/paiste_signatureline_14_mediumhihat.htm?type=category,fus,14
151061,Meinl,"14"" Byzance Hi-Hat Medium",4.9,25,1666.00,Available,https://www.thomann.de/ro/meinl_b14mh_medium_hihat_byzance.htm?type=category,fus,14
309729,Sabian,"14"" AAX X-Plosion Hi-Hat",5,8,1499.00,Available,https://www.thomann.de/ro/sabian_14_aax_x_plosion_hi_hat.htm?type=category,fus,14
111019,Meinl,"14"" HCS Hi-Hat",4.4,135,759.00,Available,https://www.thomann.de/ro/meinl_14_hcs_hihat.htm?type=category,fus,14
380626,Zildjian,"14"" S Series Mastersound HiHat",5,8,759.00,Available,https://www.thomann.de/ro/zildjian_14_s_series_mastersound_hihat.htm?type=category,fus,14
407512,Paiste,"14"" 900 Series Hi-Hat",5,6,759.00,Available,https://www.thomann.de/ro/paiste_14_900_series_hi_hat.htm?type=category,fus,14
165364,Sabian,"14"" HHX Evolution Hi-Hat",5,21,1375.00,Available,https://www.thomann.de/ro/sabian_14_hhx_evolution_hihat.htm?type=category,fus,14
382969,Istanbul Agop,"14"" Mel Lewis Sign. Hi-Hat",5,4,1222.00,Available,https://www.thomann.de/ro/istanbul_agop_14_mel_lewis_sign_hi_hat.htm?type=category,fus,14
334196,Sabian,"14"" AAX Freq Hats",5,13,2250.00,Available,https://www.thomann.de/ro/sabian_14_aax_freq_hats.htm?type=category,fus,14
435663,Istanbul Agop,"14"" Agop Signature Hi-Hat",5,5,2299.00,Available,https://www.thomann.de/ro/istanbul_agop_14_agop_signature_hi_hat.htm?type=category,fus,14
593986,Millenium,"14"" B20 Hi-Hat",5,2,1069.00,Available,https://www.thomann.de/ro/millenium_14_b20_hi_hat.htm?type=category,fus,14
168665,Zildjian,"14"" K-Series Mastersound HH",4.8,10,1098.00,Available,https://www.thomann.de/ro/zildjian_14_kserie_mastersound_hihat.htm?type=category,fus,14
278632,Zultan,"14"" Z-Series Hi-Hat",4.7,27,1999.00,Available,https://www.thomann.de/ro/zultan_14_z_series_hi_hat.htm?type=category,fus,14
312920,Paiste,"14"" 602 Mod. Essentials Hi-Hat",5,11,2890.00,Unavailable,https://www.thomann.de/ro/paiste_14_602_mod_essentials_hi_hat.htm?type=category,fus,14
169460,Paiste,"14"" Signature Dark Energy MK1",4.9,15,1269.00,Available,https://www.thomann.de/ro/paiste_14_line_dark_energy_hihat_i.htm?type=category,fus,14
269727,Zultan,"14"" Rock Beat Hi-Hat Medium",4.7,21,2099.00,Available,https://www.thomann.de/ro/zultan_14_rock_beat_hi_hat_medium.htm?type=category,fus,14
451932,Zildjian,"14"" Low Volume Hi-Hat",4.7,9,1629.00,Unavailable,https://www.thomann.de/ro/zildjian_14_low_volume_hi_hat.htm?type=category,fus,14
133655,Paiste,"14"" Signature Dark Hi-Hat",5,9,2150.00,Available,https://www.thomann.de/ro/paiste_signatureline14_dark_crisp_hihat.htm?type=category,fus,14
191496,Paiste,"14"" Rude Sound Edge Hi-Hat",4.1,12,799.00,Available,https://www.thomann.de/ro/paiste_14_rude_sound_edge_hihat.htm?type=category,fus,14
147385,Zildjian,"14"" K-Custom Dark Hi-Hat",5,8,1869.00,Available,https://www.thomann.de/ro/zildjian_kcustom_regular_14_dark_hihat.htm?type=category,fus,14
161918,Zildjian,"14"" A-Custom Mastersound",4.9,33,569.00,Unavailable,https://www.thomann.de/ro/zildjian_acustom_brilliant_14_hihat.htm?type=category,fus,14
335979,Paiste,"PST5 14"" Medium Hi-Hat '14",4.6,23,966.00,Available,https://www.thomann.de/ro/paiste_pst5_14_medium_hi_hat_14.htm?type=category,fus,14
336038,Paiste,"PST7 14"" Heavy Hi-Hat",4.7,30,1375.00,Available,https://www.thomann.de/ro/paiste_pst7_14_heavy_hi_hat.htm?type=category,fus,14
513500,Istanbul Agop,"14"" Traditional Jazz Hi-Hat",4.9,9,2222.00,Available,https://www.thomann.de/ro/istanbul_agop_14_traditional_jazz_hi_hat.htm?type=category,fus,14
134803,Paiste,"14"" Rude Hi-Hat",4.8,14,2222.00,Unavailable,https://www.thomann.de/ro/paiste_2002_14_rude_hihat.htm?type=category,fus,14
124213,Zildjian,"14"" A-Custom Hi-Hat",4.8,16,999.00,Unavailable,https://www.thomann.de/ro/zildjian_acustom_brilliant_14_hihatbecken.htm?type=category,fus,14
569418,Istanbul Agop,"14"" 30th Anniversary Hi-Hat",5,1,2199.00,Available,https://www.thomann.de/ro/istanbul_agop_14_30th_anniversary_hi_hat.htm?type=category,fus,14
265125,Istanbul Agop,"14"" Xist Hi-Hat Brilliant",4.7,14,2699.00,Available,https://www.thomann.de/ro/istanbul_agop_14_xist_hihat_brilliant.htm?type=category,fus,14
183950,Paiste,"Classic 14"" Sound Edge HH Top",4.9,32,999.00,Unavailable,https://www.thomann.de/ro/paiste_2002_classic_14_sound_edge_hh.htm?type=category,fus,14
326503,Zultan,"14"" Hi-Hat Medium Dark Matter",4.8,45,1869.00,Available,https://www.thomann.de/ro/zultan_14_hi_hat_medium_dark_matter.htm?type=category,fus,14
261033,Zildjian,"14"" K' Constantinople Hi-Hat",4.9,22,2555.00,Available,https://www.thomann.de/ro/zildjian_14_k_constantinople_hi_hat.htm?type=category,fus,14
480919,Zildjian,"14"" Planet Z Hi-Hat",4.7,9,1111.00,Available,https://www.thomann.de/ro/zildjian_14_planet_z_hi_hat.htm?type=category,fus,14
100794,Paiste,"14"" Traditional Medium Hi-Hat",5,3,399.00,Available,https://www.thomann.de/ro/paiste_t14_traditional_hihat.htm?type=category,fus,14
336036,Paiste,"PST7 14"" Light Hi-Hat",4.7,20,1399.00,Available,https://www.thomann.de/ro/paiste_pst7_14_light_hi_hat.htm?type=category,fus,14
100781,Paiste,"2002 Classic 14"" Medium Hi-Hat",4.8,20,1990.00,Unavailable,https://www.thomann.de/ro/paiste_2002_14_hihat_heavy.htm?type=category,fus,14
336037,Paiste,"PST7 14"" Hi-Hat",4.8,73,,Available,https://www.thomann.de/ro/paiste_pst7_14_hi_hat.htm?type=category,fus,14
100782,Paiste,"2002 Classic 14"" Sound Edge HH",4.9,61,2699.00,Available,https://www.thomann.de/ro/paiste_2002_14_hihat.htm?type=category,fus,14
179113,Paiste,"PST3 14"" Hi-Hat",4.4,170,1990.00,Available,https://www.thomann.de/ro/paiste_pst3_14_hihat.htm?type=category,fus,14
247993,Zildjian,"14"" K-Series Light Hi-Hat",4.8,18,1866.00,Available,https://www.thomann.de/ro/zildjian_14_kserie_light_hihat.htm?type=category,fus,14
273925,Zultan,"14"" Aja Hi-Hat",4.4,103,864.00,Available,https://www.thomann.de/ro/zultan_14_aja_hihat.htm?type=category,fus,14
162747,Zildjian,"14"" A-Series New Beat Hi-Hat",4.9,37,444.00,Available,https://www.thomann.de/ro/zildjian_av14_newbeathihat.htm?type=category,fus,14
268246,Zultan,"14"" Q Hi-Hat",4.7,77,1399.00,Available,https://www.thomann.de/ro/zultan_14_q_hihat.htm?type=category,fus,14
158854,Zildjian,"14"" K-Series Hi-Hat",4.7,23,966.00,Available,https://www.thomann.de/ro/zildjian_kregular_14_hihat.htm?type=category,fus,14
456107,Zildjian,"14"" K Sweet Hats",4.8,4,368.00,Available,https://www.thomann.de/ro/zildjian_14_k_sweet_hats.htm?type=category,fus,14
383222,Zultan,"14"" Raw Hi-Hat",4.7,48,349.00,Available,https://www.thomann.de/ro/zultan_14_raw_hi_hat.htm?type=category,fus,14
119361,Paiste,"14"" 101 Hi-Hat",4.2,56,499.00,Available,https://www.thomann.de/ro/paiste_14_101_hihat.htm?type=category,fus,14
278657,Zultan,"14"" Caz Hi-Hat",4.8,95,399.00,Available,https://www.thomann.de/ro/zultan_14_caz_hihat.htm?type=category,fus,14
456938,Meinl,"15"" Byzance Foundry Reserve HH",4.7,9,1799.00,Unavailable,https://www.thomann.de/ro/meinl_15_byzance_foundry_reserve_hh.htm?type=category,fus,15
424296,Ufip,"15"" Bionic Series Hi-Hat",5,1,1990.00,On Demand,https://www.thomann.de/ro/ufip_15_bionic_series_hi_hat.htm?type=category,fus,15
621974,Istanbul Agop,"15"" Xist Power Hi-Hat",,0,2899.00,Available,https://www.thomann.de/ro/istanbul_agop_15_xist_power_hi_hat.htm?type=category,fus,15
503113,Paiste,"15"" 900 Color Heavy Hi-Hat Red",5,1,2490.00,Available,https://www.thomann.de/ro/paiste_15_900_color_heavy_hi_hat_red.htm?type=category,fus,15
466150,Sabian,"15"" HHX Legacy Hi-Hat",,0,2750.00,Available,https://www.thomann.de/ro/sabian_15_hhx_legacy_hi_hat.htm?type=category,fus,15
528040,Meinl,"15"" Classics Cust. Dual Hi-Hat",4.8,6,461.00,Available,https://www.thomann.de/ro/meinl_15_classics_cust._dual_hi_hat.htm?type=category,fus,15
188207,Sabian,"15"" HHX Groove Hi-Hat",5,6,1390.00,Unavailable,https://www.thomann.de/ro/sabian_15_hhx_groove_hihat.htm?type=category,fus,15
41487311717,Istanbul Mehmet,"15"" Hi-Hat Legend Dark Series",5,6,1169.00,Available,https://www.thomann.de/ro/istanbul_mehmet_15_hi_hat_legend_dark_series.htm?type=category,fus,15
358819,Meinl,"15"" Byzance Hi-Hat Extra Dry",4.9,11,3266.00,Available,https://www.thomann.de/ro/meinl_15_byzance_hi_hat_extra_dry.htm?type=category,fus,15
606864,Meinl,"15"" Byzance Extra Ham. Hi-Hat",,0,2299.00,Available,https://www.thomann.de/ro/meinl_15_byzance_extra_ham_hi_hat.htm?type=category,fus,15
311543,Istanbul Mehmet,"15"" Medium Hi-Hat Turk Series",4.8,5,2850.00,On Demand,https://www.thomann.de/ro/istanbul_mehmet_15_medium_hi_hat_turk_series.htm?type=category,fus,15
422375,Zultan,"15"" Heritage Hi-Hat",4.8,5,2299.00,Available,https://www.thomann.de/ro/zultan_15_heritage_hi_hat.htm?type=category,fus,15
383198,Sabian,"15"" Paragon Hi-Hat",5,1,599.00,Unavailable,https://www.thomann.de/ro/sabian_15_paragon_hi_hat.htm?type=category,fus,15
407291,Zildjian,"15"" K Custom Special Dry Hats",5,2,2599.00,Available,https://www.thomann.de/ro/zildjian_15_k_custom_special_dry_hats.htm?type=category,fus,15
407555,Paiste,"15"" 900 Color Heavy Hi-Hat BK",5,2,1269.00,Unavailable,https://www.thomann.de/ro/paiste_15_900_color_heavy_hi_hat_bk.htm?type=category,fus,15
607450,Istanbul Agop,"15"" Traditional Medium Hi-Hat",,0,3222.00,Available,https://www.thomann.de/ro/istanbul_agop_15_traditional_medium_hi_hat.htm?type=category,fus,15
382799,Istanbul Agop,"15"" Cindy Blackman OM Hi-Hat",5,4,3222.00,Available,https://www.thomann.de/ro/istanbul_agop_15_cindy_blackman_om_hi_hat.htm?type=category,fus,15
581395,Meinl,"15"" Pure Alloy E.Hammered Hats",4.5,2,1111.00,Available,https://www.thomann.de/ro/meinl_15_pure_alloy_ehammered_hats.htm?type=category,fus,15
558939,Istanbul Agop,"15"" Traditional Dark Hi-Hat",,0,1222.00,Available,https://www.thomann.de/ro/istanbul_agop_15_traditional_dark_hi_hat.htm?type=category,fus,15
435665,Istanbul Agop,"15"" Agop Signature Hi-Hat",5,2,2899.00,Available,https://www.thomann.de/ro/istanbul_agop_15_agop_signature_hi_hat.htm?type=category,fus,15
577674,Meinl,"15"" P. Alloy C. Extra Thin Hat",,0,2222.00,Available,https://www.thomann.de/ro/meinl_15_p_alloy_c_extra_thin_hat.htm?type=category,fus,15
611985,Zultan,"15"" Hi-Hat 25",,0,3068.00,Available,https://www.thomann.de/ro/zultan_15_hi_hat_25.htm?type=category,fus,15
382737,Zultan,"15"" Hi-Hat Dark Matter",4.7,17,2155.00,Available,https://www.thomann.de/ro/zultan_15_hi_hat_dark_matter.htm?type=category,fus,15
476119,Sabian,"15"" HHX Complex Medium Hi-Hat",4.8,8,759.00,Available,https://www.thomann.de/ro/sabian_15_hhx_complex_medium_hi_hat.htm?type=category,fus,15
405810,Meinl,"Pure Alloy 15"" Medium Hi-Hat",5,3,888.00,Available,https://www.thomann.de/ro/meinl_pure_alloy_15_medium_hi_hat.htm?type=category,fus,15
463256,Istanbul Mehmet,"15"" Legend Dry Hi-Hat",4.3,3,2150.00,Available,https://www.thomann.de/ro/istanbul_mehmet_15_legend_dry_hi_hat.htm?type=category,fus,15
581327,Istanbul Agop,"15"" Traditional Jazz Hi-Hat",,0,2222.00,Available,https://www.thomann.de/ro/istanbul_agop_15_traditional_jazz_hi_hat.htm?type=category,fus,15
428623,Meinl,"15"" Byzance Jazz Hi-Hat Thin",4.7,12,2444.00,Available,https://www.thomann.de/ro/meinl_15_byzance_jazz_hi_hat_thin.htm?type=category,fus,15
382847,Istanbul Agop,"15"" Xist Hi-Hat Brilliant",5,8,2999.00,Available,https://www.thomann.de/ro/istanbul_agop_15_xist_hi_hat_brilliant.htm?type=category,fus,15
540993,Zultan,"15"" Aeon Hi-Hat",5,1,1499.00,Available,https://www.thomann.de/ro/zultan_15_aeon_hi_hat.htm?type=category,fus,15
595632,Zultan,"15"" Z-Series Hi-Hat",,0,1111.00,Available,https://www.thomann.de/ro/zultan_15_z_series_hi_hat.htm?type=category,fus,15
328903,Paiste,"15"" Giant Beat Hi-Hat",5,5,966.00,Available,https://www.thomann.de/ro/paiste_15_giant_beat_hi_hat.htm?type=category,fus,15
405880,Meinl,"15"" Classics Custom Dark HH",5,7,3777.00,Unavailable,https://www.thomann.de/ro/meinl_15_classics_custom_dark_hh.htm?type=category,fus,15
358821,Meinl,"15"" Byzance Dual Hi-Hat",5,22,589.00,Unavailable,https://www.thomann.de/ro/meinl_15_byzance_dual_hi_hat.htm?type=category,fus,15
312922,Paiste,"15"" 602 Mod. Essentials Hi-Hat",5,12,3199.00,Available,https://www.thomann.de/ro/paiste_15_602_mod_essentials_hi_hat.htm?type=category,fus,15
111374,Meinl,"15"" Byzance Hi-Hat Medium",5,5,888.00,Available,https://www.thomann.de/ro/meinl_15_byzance_hi_hat_medium.htm?type=category,fus,15
382019,Paiste,"15"" 2002 Black Big Beat Hi-Hat",5,4,1999.00,Available,https://www.thomann.de/ro/paiste_15_2002_black_big_beat_hi_hat.htm?type=category,fus,15
457862,Paiste,"15"" Signature Dark Energy MK1",5,4,888.00,Available,https://www.thomann.de/ro/paiste_15_signature_dark_energy_mk1.htm?type=category,fus,15
407522,Paiste,"15"" 900 Series Heavy Hi-Hat",4.6,11,1990.00,Unavailable,https://www.thomann.de/ro/paiste_15_900_series_heavy_hi_hat.htm?type=category,fus,15
334482,Paiste,"15"" Masters Dark Hi-Hat",5,5,485.00,Available,https://www.thomann.de/ro/paiste_15_masters_dark_hi_hat.htm?type=category,fus,15
253066,Zildjian,"K-Series 15"" Light Hi-Hat",4.9,12,2699.00,Available,https://www.thomann.de/ro/zildjian_15_kserie_light_hihat.htm?type=category,fus,15
554165,Istanbul Agop,"15"" Xist Dry Dark Brill. Hats",4.8,5,659.00,Available,https://www.thomann.de/ro/istanbul_agop_15_xist_dry_dark_brill._hats.htm?type=category,fus,15
430936,Zildjian,"15"" K Sweet Hats",5,5,2275.00,Available,https://www.thomann.de/ro/zildjian_15_k_sweet_hats.htm?type=category,fus,15
569403,Zildjian,"15 1/8"" K-Series Fat Hats",,0,1111.00,Available,https://www.thomann.de/ro/zildjian_15_1_8_k_series_fat_hats.htm?type=category,fus,15
383419,Zultan,"15"" Raw Jazz Hi-Hat",4.5,24,2444.00,Available,https://www.thomann.de/ro/zultan_15_raw_jazz_hi_hat.htm?type=category,fus,15
450116,Zultan,"15"" Dune Hi-Hat",4.8,18,2444.00,Available,https://www.thomann.de/ro/zultan_15_dune_hi_hat.htm?type=category,fus,15
173079,Zildjian,"15"" A-Series New Beat Hi-Hat",4.8,16,999.00,Unavailable,https://www.thomann.de/ro/zildjian_15_avedis_new_beat_hihat.htm?type=category,fus,15
133252,Paiste,"2002 Classic 15"" Sound Edge HH",4.9,47,399.00,Unavailable,https://www.thomann.de/ro/paiste_2002_15_hihat.htm?type=category,fus,15
278661,Zultan,"15"" Caz Hi-Hat",4.7,49,1169.00,Available,https://www.thomann.de/ro/zultan_15_caz_hihat.htm?type=category,fus,15
383223,Zultan,"15"" Raw Hi-Hat",4.6,34,3444.00,Available,https://www.thomann.de/ro/zultan_15_raw_hi_hat.htm?type=category,fus,15
363243,Sabian,"10"" B8X China Splash",4.4,5,1990.00,Available,https://www.thomann.de/ro/sabian_10_b8x_china_splash.htm?type=category,cinele,10
363477,Zildjian,"10"" FX Oriental China ""Trash""",4.7,15,1690.00,Available,https://www.thomann.de/ro/zildjian_10_fx_oriental_china_trash.htm?type=category,cinele,10
238808,Thomann,China Cymbal 25cm,3.6,119,1375.00,Available,https://www.thomann.de/ro/thomann_china_cymbal_25cm.htm?type=category,cinele,10
308377,Meinl,"12"" HCS China",4.2,61,3399.00,Available,https://www.thomann.de/ro/meinl_12_hcs_china.htm?type=category,cinele,12
188225,Sabian,"12"" AAX Mini China Brilliant",4.6,13,1490.00,Unavailable,https://www.thomann.de/ro/sabian_12_aax_mini_china.htm?type=category,cinele,12
558051,Meinl,"12"" Pure Alloy Cust. Trash Ch.",5,5,3699.00,Available,https://www.thomann.de/ro/meinl_12_pure_alloy_cust_trash_ch.htm?type=category,cinele,12
157030,Zildjian,"12"" Oriental China Trash",4.6,29,2190.00,Available,https://www.thomann.de/ro/zildjian_12_oriental_china_trash.htm?type=category,cinele,12
238807,Thomann,China Cymbal 30cm,4,106,2799.00,Available,https://www.thomann.de/ro/thomann_china_cymbal_30cm.htm?type=category,cinele,12
410872,Sabian,"12"" AA Mini Holy China",4.9,9,2648.00,Available,https://www.thomann.de/ro/sabian_12_aa_mini_holy_china.htm?type=category,cinele,12
39295111598,Masterwork,"14"" Custom China",4.5,4,2190.00,Available,https://www.thomann.de/ro/masterwork_14_custom_china.htm?type=category,cinele,14
176018,Sabian,"14"" AAX Mini China",4.8,16,1666.00,Unavailable,https://www.thomann.de/ro/sabian_14_aax_mini_china.htm?type=category,cinele,14
223417,Meinl,"14"" Byzance China Brilliant",4.5,8,3299.00,Available,https://www.thomann.de/ro/meinl_14_byzance_china_brilliant.htm?type=category,cinele,14
407557,Paiste,"14"" 900 Color Sound China BK",5,3,3268.00,Available,https://www.thomann.de/ro/paiste_14_900_color_sound_china_bk.htm?type=category,cinele,14
273255,Zultan,"14"" Rock Beat China",4.6,29,1425.00,Available,https://www.thomann.de/ro/zultan_14_rock_beat_china.htm?type=category,cinele,14
248171,Sabian,"14"" HHX Evolution Mini China",4.8,11,2269.00,Available,https://www.thomann.de/ro/sabian_14_hhx_mini_china.htm?type=category,cinele,14
109033,Meinl,"14"" Byzance China Traditional",4.4,8,2555.00,Available,https://www.thomann.de/ro/meinl_14_byzance_china.htm?type=category,cinele,14
407525,Paiste,"14"" 900 Series China",4.3,9,2111.00,Available,https://www.thomann.de/ro/paiste_14_900_series_china.htm?type=category,cinele,14
136912,Zildjian,"14"" Oriental China Trash",4.3,10,2399.00,Available,https://www.thomann.de/ro/zildjian_oriental14_chinatrash.htm?type=category,cinele,14
334439,Paiste,"14"" Rude Blast China",4.8,18,2499.00,Unavailable,https://www.thomann.de/ro/paiste_14_rude_blast_china.htm?type=category,cinele,14
336033,Paiste,"PST7 14"" China",4.6,54,1945.00,Available,https://www.thomann.de/ro/paiste_pst7_14_china.htm?type=category,cinele,14
238806,Thomann,China Cymbal 35cm,4.1,145,1477.00,Available,https://www.thomann.de/ro/thomann_china_cymbal_35cm.htm?type=category,cinele,14
483036,Meinl,"16"" Byzance Dual China",,0,1111.00,Available,https://www.thomann.de/ro/meinl_16_byzance_dual_china.htm?type=category,cinele,16
281100,Zultan,"16"" China CS Series",4.7,3,3699.00,Available,https://www.thomann.de/ro/zultan_16_china_cs_series.htm?type=category,cinele,16
595623,Zultan,"16"" Z-Series China",,0,1898.00,Available,https://www.thomann.de/ro/zultan_16_z_series_china.htm?type=category,cinele,16
407588,Paiste,"16"" 900 Color Sound China BLUE",5,1,2290.00,Available,https://www.thomann.de/ro/paiste_16_900_color_sound_china_blue.htm?type=category,cinele,16
201906,UFIP,"16"" FX Fast China",5,3,2299.00,Unavailable,https://www.thomann.de/ro/ufip_16_fx_fast_china.htm?type=category,cinele,16
225661,Meinl,"16"" Byzance China Brilliant",5,2,2648.00,Available,https://www.thomann.de/ro/meinl_16_byzance_china_brilliant.htm?type=category,cinele,16
261663,Meinl,"16"" Classics Custom China",4.2,6,1699.00,Available,https://www.thomann.de/ro/meinl_16_classic_custom_china.htm?type=category,cinele,16
561617,Zultan,"16"" Mellow China",5,1,1425.00,Available,https://www.thomann.de/ro/zultan_16_mellow_china.htm?type=category,cinele,16
168709,Meinl,"16"" Byzance China Traditional",4.3,3,1399.00,Available,https://www.thomann.de/ro/meinl_16_byzance_china.htm?type=category,cinele,16
45870602713,Zultan,"16"" Aja Blaze China",,0,2444.00,Unavailable,https://www.thomann.de/ro/zultan_16_aja_blaze_china.htm?type=category,cinele,16
294537,Meinl,"16"" HCS China",4,40,1298.00,Available,https://www.thomann.de/ro/meinl_16_hcs_china.htm?type=category,cinele,16
308471,Meinl,"16"" Classics Custom Tr. China",4.5,19,2799.00,Available,https://www.thomann.de/ro/meinl_16_classics_custom_tr_china.htm?type=category,cinele,16
449875,Sabian,"16"" SBR China",4.8,4,3555.00,Available,https://www.thomann.de/ro/sabian_16_sbr_china.htm?type=category,cinele,16
131357,Sabian,"16"" AAX China",4.7,15,2649.00,Available,https://www.thomann.de/ro/sabian_16_aax_china.htm?type=category,cinele,16
579368,Istanbul Agop,"16"" Traditional China",,0,2333.00,Available,https://www.thomann.de/ro/istanbul_agop_16_taditional_china.htm?type=category,cinele,16
312221,Istanbul Mehmet,"16"" China Samatya Series",5,4,3555.00,Unavailable,https://www.thomann.de/ro/istanbul_mehmet_16_china_samatya_series.htm?type=category,cinele,16
450118,Zultan,"16"" Dune China",4,4,1375.00,Available,https://www.thomann.de/ro/zultan_16_dune_china.htm?type=category,cinele,16
407590,Paiste,"16"" 900 Color Sound China PRP",4.8,4,3199.00,Unavailable,https://www.thomann.de/ro/paiste_16_900_color_sound_china_prp.htm?type=category,cinele,16
480908,Zildjian,"16"" I Family China",5,4,3199.00,Available,https://www.thomann.de/ro/zildjian_16_i_family_chinese.htm?type=category,cinele,16
121506,Paiste,"2002 Classic China 16""",4.8,25,1699.00,Unavailable,https://www.thomann.de/ro/paiste_2002_16_china.htm?type=category,cinele,16
611993,Zultan,"16"" China 25",,0,2959.00,Available,https://www.thomann.de/ro/zultan_16_china_25.htm?type=category,cinele,16
42948407589,Paiste,"16"" 900 Color Sound China RED",4.7,11,3444.00,Available,https://www.thomann.de/ro/paiste_16_900_color_sound_china_red.htm?type=category,cinele,16
483049,Meinl,"16"" HCS Trash China",4.6,8,1169.00,Available,https://www.thomann.de/ro/meinl_16_hcs_trash_china.htm?type=category,cinele,16
505872,Istanbul Agop,"16"" Xist China Brilliant",4.7,3,1375.00,Available,https://www.thomann.de/ro/istanbul_agop_16_xist_china_brilliant.htm?type=category,cinele,16
295087,Paiste,"16"" Rude Wild China",4.8,8,2444.00,Unavailable,https://www.thomann.de/ro/paiste_16_rude_wild_china.htm?type=category,cinele,16
528057,Meinl,"16"" Classics C. Dual Trash Ch.",4.7,9,2444.00,Available,https://www.thomann.de/ro/meinl_16_classics_c_dual_trash_ch.htm?type=category,cinele,16
37469128126,Paiste,"16"" Signature Thin China",5,4,1299.00,Available,https://www.thomann.de/ro/paiste_line_16_thin_china.htm?type=category,cinele,16
320639,Zultan,"16"" Rock Beat China Holey",4.9,16,1111.00,Available,https://www.thomann.de/ro/zultan_16_rock_beat_china_holey.htm?type=category,cinele,16
407558,Paiste,"16"" 900 Color Sound China BK",4.5,6,539.00,Available,https://www.thomann.de/ro/paiste_16_900_color_sound_china_bk.htm?type=category,cinele,16
278484,Meinl,"16"" Classics Extreme China",4.8,43,835.00,Available,https://www.thomann.de/ro/meinl_16_classics_extreme_china.htm?type=category,cinele,16
398424,Zultan,"16"" Raw China",4.9,7,179.00,Available,https://www.thomann.de/ro/zultan_16_raw_china.htm?type=category,cinele,16
455936,Meinl,"16"" Class. Cust. Dark Tr. Ch.",4.8,35,195.00,Available,https://www.thomann.de/ro/meinl_16_class_cust_dark_tr_ch.htm?type=category,cinele,16
269732,Zultan,"16"" Rock Beat China",4.8,37,1290.00,Available,https://www.thomann.de/ro/zultan_16_rock_beat_china.htm?type=category,cinele,16
278864,Paiste,"16"" PST8 Reflector China",4.5,22,845.00,Available,https://www.thomann.de/ro/paiste_16_pst8_reflector_china.htm?type=category,cinele,16
41852337932,Millenium,"16"" B20 China",4.4,66,1135.00,Available,https://www.thomann.de/ro/millenium_16_b20_china.htm?type=category,cinele,16
407526,Paiste,"16"" 900 Series China",4.9,8,199.00,Available,https://www.thomann.de/ro/paiste_16_900_series_china.htm?type=category,cinele,16
382943,Istanbul Agop,"16"" Xist ION China Brilliant",4.7,10,1199.00,Available,https://www.thomann.de/ro/istanbul_agop_16_xist_ion_china_brilliant.htm?type=category,cinele,16
238805,Thomann,China Cymbal 40cm,3.9,163,689.00,Available,https://www.thomann.de/ro/thomann_china_becken_40.htm?type=category,cinele,16
36739133875,Zildjian,"16"" Oriental China Trash",4.7,35,1490.00,Available,https://www.thomann.de/ro/zildjian_oriental16_chinatrash.htm?type=category,cinele,16
273911,Zultan,"16"" Aja China",4.1,114,1190.00,Available,https://www.thomann.de/ro/zultan_16_aja_china.htm?type=category,cinele,16
450119,Zultan,"17"" Dune China",4.8,6,639.00,Available,https://www.thomann.de/ro/zultan_17_dune_china.htm?type=category,cinele,17
42583395561,Istanbul Mehmet,"17"" X-Ray Series Multi China",5,2,599.00,On Demand,https://www.thomann.de/ro/istanbul_mehmet_17_x_ray_series_multi_china.htm?type=category,cinele,17
529636,Sabian,"17"" HHX Complex O-Zone China",5,2,1777.00,Available,https://www.thomann.de/ro/sabian_17_hhx_complex_o_zone_china.htm?type=category,cinele,17
398426,Zultan,"17"" Raw China",5,4,1248.00,Available,https://www.thomann.de/ro/zultan_17_raw_china.htm?type=category,cinele,17
518875,Zultan,"17"" Q China",5,6,588.00,Available,https://www.thomann.de/ro/zultan_17_q_china.htm?type=category,cinele,17
128183,Zildjian,"17"" K-Custom Dark China",4.9,11,1190.00,Unavailable,https://www.thomann.de/ro/zildjian_kcustom_regular_17_dark_china.htm?type=category,cinele,17
340650,Sabian,"17"" AA Holy China",4.9,14,1111.00,Available,https://www.thomann.de/ro/sabian_17_aa_holy_china.htm?type=category,cinele,17
416437,Istanbul Mehmet,"18"" Black Bell China",4.8,5,455.00,Unavailable,https://www.thomann.de/ro/istanbul_mehmet_18_black_bell_china.htm?type=category,cinele,18
134538,Paiste,"18"" Signature Heavy China",5,4,249.00,Available,https://www.thomann.de/ro/paiste_signatureline_18_heavychina.htm?type=category,cinele,18
221562,Meinl,"18"" Byzance China Brilliant",4.8,6,1749.00,Available,https://www.thomann.de/ro/meinl_18_byzance_china_brilliant.htm?type=category,cinele,18
589123,Zildjian,"18"" Z Custom China brilliant",5,1,966.00,Unavailable,https://www.thomann.de/ro/zildjian_18_z_custom_china_brilliant.htm?type=category,cinele,18
553046,Millenium,"18"" Still Series China Red",4.5,2,844.00,Available,https://www.thomann.de/ro/millenium_18_still_series_china_red.htm?type=category,cinele,18
45870602715,Zultan,"18"" Aja Blaze China",5,1,799.00,Unavailable,https://www.thomann.de/ro/zultan_18_aja_blaze_china.htm?type=category,cinele,18
188210,Sabian,"18"" HHX China",4.8,18,1269.00,Unavailable,https://www.thomann.de/ro/sabian_18_hhx_china.htm?type=category,cinele,18
