name,description,rating,price,,availability,product_url,listing_page_url
Evans G1 Fusion 2 Set Clear,"Aprilie 2013 / 313782 / 1 bucată(ăţi) / 10""+12""+16"" / Transparent / Single Ply / Smooth / No / No",4.8 din 5 stele din 31 evaluări ale clienților,315.00,315.00,în stoc,https://www.thomann.de/ro/evans_g1_fusion_2_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans dB One Tom Pack Fusion,"Iulie 2022 / 546408 / 1 bucată(ăţi) / 10""+12""+14"" / Black / Mesh-Head / Mesh Head / Yes / Yes",4.8 din 5 stele din 12 evaluări ale clienților,575.00,575.00,în stoc,https://www.thomann.de/ro/evans_db_one_tom_pack_fusion.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Millenium Drumheadpack 1,"Noiembrie 2003 / 163847 / 1 bucată(ăţi) / 12""+13""+16""+14""(SD)+22""(BD) / White / Single Ply / Smooth / No / No",3.9 din 5 stele din 296 evaluări ale clienților,86.00,86.00,în stoc,https://www.thomann.de/ro/millenium_drumheadpack_1_trommelfellsatz.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans Black Chrome Set Studio,"Aprilie 2013 / 313756 / 1 bucată(ăţi) / 10""+12""+14"" / Black / Double Ply / Smooth / No / No",4.9 din 5 stele din 87 evaluări ale clienților,431.00,431.00,în stoc,https://www.thomann.de/ro/evans_black_chrome_set_studio.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 20"" EMAD System Bass Pack","August 2023 / 573170 / 1 bucată(ăţi) / Black, Transparent / Single Ply / Smooth / Yes / No / Yes / 20""(BD)+20""(BD) / Single Ply",5.0 din 5 stele din 3 evaluări ale clienților,575.00,575.00,în stoc,https://www.thomann.de/ro/evans_20_emad_system_bass_pack.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-1192-BA Ambassador Clear,"Martie 2013 / 309359 / 1 bucată(ăţi) / 12""+13""+16"" / Transparent / Single Ply / Smooth / No / No",4.7 din 5 stele din 68 evaluări ale clienților,325.00,325.00,în stoc,https://www.thomann.de/ro/remo_pp_1192_ba_ambassador_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans UV2 Coated Tom Pack 10/12/14,"Octombrie 2019 / 475773 / 1 bucată(ăţi) / 10""+12""+14"" / White / Double Ply / Textured, Coated / No / No",4.9 din 5 stele din 19 evaluări ale clienților,405.00,405.00,în stoc,https://www.thomann.de/ro/evans_uv2_coated_tom_pack_10_12_14.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-1382-BA Ambassador Clear,"Martie 2013 / 309357 / 1 bucată(ăţi) / 10""+12""+16"" / Transparent / Single Ply / Smooth / No / No",4.8 din 5 stele din 46 evaluări ale clienților,325.00,325.00,în stoc,https://www.thomann.de/ro/remo_pp_1382_ba_ambassador_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G2 Standard Set clear,"Aprilie 2013 / 313814 / 1 bucată(ăţi) / 12""+13""+16"" / Transparent / Double Ply / Smooth / No / No",4.8 din 5 stele din 41 evaluări ale clienților,275.00,275.00,în stoc,https://www.thomann.de/ro/evans_g2_standard_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-0952-BE Emperor Coated,"Martie 2013 / 309426 / 1 bucată(ăţi) / 12""+13""+16"" / White / Double Ply / Textured, Coated / No / No",4.6 din 5 stele din 77 evaluări ale clienților,333.00,333.00,în stoc,https://www.thomann.de/ro/remo_pp_0952_be_emperor_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans UV2 Coated Tom Pack 10/12/16,"Octombrie 2019 / 475774 / 1 bucată(ăţi) / 10""+12""+16"" / White / Double Ply / Textured, Coated / No / No",4.9 din 5 stele din 19 evaluări ale clienților,419.00,419.00,în stoc,https://www.thomann.de/ro/evans_uv2_coated_tom_pack_10_12_16.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G2 Standard Set Coated,"Aprilie 2013 / 313815 / 1 bucată(ăţi) / 12""+13""+16"" / White / Double Ply / Textured, Coated / No / No",4.8 din 5 stele din 81 evaluări ale clienților,275.00,275.00,în stoc,https://www.thomann.de/ro/evans_g2_standard_set_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 22"" EMAD System Bass Pack","August 2023 / 573172 / 1 bucată(ăţi) / Black, Transparent / Single Ply / Smooth / Yes / No / Yes / 22""(BD)+22""(BD) / Single Ply",4.8 din 5 stele din 12 evaluări ale clienților,598.00,598.00,în stoc,https://www.thomann.de/ro/evans_22_emad_system_bass_pack.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 18"" EMAD2 System Bass Pack","August 2023 / 573173 / 1 bucată(ăţi) / Black Transparent / Double Ply / Smooth / Yes / No / Yes / 18""(BD)+18""(BD) / Double Ply",5.0 din 5 stele din 8 evaluări ale clienților,545.00,545.00,în stoc,https://www.thomann.de/ro/evans_18_emad2_system_bass_pack.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-0912-PS Pinstripe Clear,"Martie 2013 / 309422 / 1 bucată(ăţi) / 12""+13""+16"" / Transparent / Double Ply / Smooth / No / No",4.8 din 5 stele din 136 evaluări ale clienților,459.00,459.00,în stoc,https://www.thomann.de/ro/remo_pp_0912_ps_pinstripe_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-1472-PS Pinstripe Clear,"Martie 2013 / 309421 / 1 bucată(ăţi) / 10""+12""+16"" / Transparent / Double Ply / Smooth / No / No",4.9 din 5 stele din 72 evaluări ale clienților,459.00,459.00,în stoc,https://www.thomann.de/ro/remo_pp_1472_ps_pinstripe_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-0942-BA Ambassador Coated,"Martie 2013 / 309411 / 1 bucată(ăţi) / 10""+12""+14"" / White / Single Ply / Textured, Coated / No / No",4.8 din 5 stele din 107 evaluări ale clienților,309.00,309.00,în stoc,https://www.thomann.de/ro/remo_pp_0942_ba_ambassador_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-1412-BE Emperor Coated,"Martie 2013 / 309425 / 1 bucată(ăţi) / 10""+12""+16"" / White / Double Ply / Textured, Coated / No / No",4.7 din 5 stele din 105 evaluări ale clienților,325.00,325.00,în stoc,https://www.thomann.de/ro/remo_pp_1412_be_emperor_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-0982-BE Emperor Clear,"Martie 2013 / 309428 / 1 bucată(ăţi) / 10""+12""+14"" / Transparent / Double Ply / Smooth / No / No",4.8 din 5 stele din 116 evaluări ale clienților,309.00,309.00,în stoc,https://www.thomann.de/ro/remo_pp_0982_be_emperor_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-1182-BA Ambassador Clear,"Martie 2013 / 309361 / 1 bucată(ăţi) / 10""+12""+14"" / Transparent / Single Ply / Smooth / No / No",4.8 din 5 stele din 117 evaluări ale clienților,309.00,309.00,în stoc,https://www.thomann.de/ro/remo_pp_1182_ba_ambassador_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 18"" EMAD System Bass Pack","August 2023 / 573147 / 1 bucată(ăţi) / Black Transparent / Single Ply / Smooth / Yes / No / Yes / 18""(BD)+18""(BD) / Single Ply",5.0 din 5 stele din 2 evaluări ale clienților,545.00,545.00,în stoc,https://www.thomann.de/ro/evans_18_emad_system_bass_pack.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-0962-BE Emperor Coated,"Martie 2013 / 309423 / 1 bucată(ăţi) / 10""+12""+14"" / White / Double Ply / Textured, Coated / No / No",4.8 din 5 stele din 142 evaluări ale clienților,309.00,309.00,în stoc,https://www.thomann.de/ro/remo_pp_0962_be_emperor_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-1422-BE Emperor Clear,"Martie 2013 / 309434 / 1 bucată(ăţi) / 10""+12""+16"" / Transparent / Double Ply / Smooth / No / No",4.9 din 5 stele din 119 evaluări ale clienților,309.00,309.00,în stoc,https://www.thomann.de/ro/remo_pp_1422_be_emperor_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G2 Studio Set clear,"Aprilie 2013 / 313809 / 1 bucată(ăţi) / 10""+12""+14"" / Transparent / Double Ply / Smooth / No / No",4.7 din 5 stele din 117 evaluări ale clienților,249.00,249.00,în stoc,https://www.thomann.de/ro/evans_g2_studio_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Aquarian PF-B Drum Head Set Standard,"Noiembrie 2012 / 300687 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / Yes / No / 12""+13""+16""+14""(SD) / Double Ply",4.8 din 5 stele din 58 evaluări ale clienților,433.00,433.00,în stoc,https://www.thomann.de/ro/aquarian_pf_b_drum_head_set_standard.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans EC2S Fusion 2 Set Clear,"Aprilie 2013 / 313768 / 1 bucată(ăţi) / 10""+12""+16"" / Transparent / Double Ply / Smooth / Yes / No",4.8 din 5 stele din 143 evaluări ale clienților,398.00,398.00,în stoc,https://www.thomann.de/ro/evans_ec2s_fusion_2_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 20"" EMAD2 System Bass Pack","August 2023 / 573174 / 1 bucată(ăţi) / 20""(BD)+20""(BD) / Black, transparent / Double Ply / Smooth / Yes / No / Double Ply / Yes",4.9 din 5 stele din 13 evaluări ale clienților,575.00,575.00,în stoc,https://www.thomann.de/ro/evans_20_emad2_system_bass_pack.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G1 Studio Set Clear,"Septembrie 2004 / 172022 / 1 bucată(ăţi) / 10""+12""+14"" / Transparent / Single Ply / Smooth / No / No",4.6 din 5 stele din 104 evaluări ale clienților,266.00,266.00,în stoc,https://www.thomann.de/ro/evans_g1_clear_fusion_drum_felle.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Remo PP-0922-PS Pinstripe Clear,"Martie 2013 / 309420 / 1 bucată(ăţi) / 10""+12""+14"" / Transparent / Double Ply / Smooth / No / No",4.8 din 5 stele din 176 evaluări ale clienților,411.00,411.00,în stoc,https://www.thomann.de/ro/remo_pp_0922_ps_pinstripe_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans dB One Rock Pack Complete,"Iulie 2022 / 546418 / 1 bucată(ăţi) / 10""+12""+16""+14""(SD)+22""(BD) / Black / Mesh-Head / Mesh Head / Yes / Yes",4.8 din 5 stele din 12 evaluări ale clienților,"1,09",1090.00,în stoc,https://www.thomann.de/ro/evans_db_one_rock_pack_complete.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans EC2S Standard Set Clear,"Aprilie 2013 / 313774 / 1 bucată(ăţi) / 12""+13""+16"" / Transparent / Double Ply / Smooth / Yes / No",4.8 din 5 stele din 103 evaluări ale clienților,389.00,389.00,în stoc,https://www.thomann.de/ro/evans_ec2s_standard_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G2 Fusion / Rock 2 Set Coated,"Aprilie 2013 / 313816 / 1 bucată(ăţi) / 10""+12""+16"" / White / Double Ply / Textured, Coated / No / No",4.8 din 5 stele din 72 evaluări ale clienților,269.00,269.00,în stoc,https://www.thomann.de/ro/evans_g2_fusion_rock_2_set_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G2 Studio / Fusion Set Coated,"Aprilie 2013 / 313818 / 1 bucată(ăţi) / 10""+12""+14"" / White / Double Ply / Textured, Coated / No / No",4.8 din 5 stele din 158 evaluări ale clienților,289.00,289.00,în stoc,https://www.thomann.de/ro/evans_g2_studio_fusion_set_coated.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans G2 Fusion 2 Set clear,"Aprilie 2013 / 313810 / 1 bucată(ăţi) / 10""+12""+16"" / Transparent / Double Ply / Smooth / No / No",4.9 din 5 stele din 43 evaluări ale clienților,266.00,266.00,în stoc,https://www.thomann.de/ro/evans_g2_fusion_2_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 22"" EMAD2 System Bass Pack","August 2023 / 573181 / 1 bucată(ăţi) / Black, Transparent / Double Ply / Smooth / Yes / No / Yes / 22""(BD)+22""(BD) / Double Ply",4.8 din 5 stele din 26 evaluări ale clienților,598.00,598.00,în stoc,https://www.thomann.de/ro/evans_22_emad2_system_bass_pack.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
Evans EC2S Studio / Fusion Set Clear,"Aprilie 2013 / 313766 / 1 bucată(ăţi) / 10""+12""+14"" / Transparent / Double Ply / Smooth / Yes / No",4.9 din 5 stele din 315 evaluări ale clienților,349.00,349.00,în stoc,https://www.thomann.de/ro/evans_ec2s_studio_fusion_set_clear.htm?type=category,https://www.thomann.de/ro/seturi_de_fete_de_toba.html
"Evans 18"" dB Zero Bass Mesh Head","Martie 2019 / 461531 / 1 bucată(ăţi) / 18"" / Single Ply",5.0 din 5 stele din 3 evaluări ale clienților,240.00,240.00,în stoc,https://www.thomann.de/ro/evans_18_soundoff_bass_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 08"" dB Zero Mesh Head","Martie 2019 / 461523 / 1 bucată(ăţi) / 8"" / Single Ply",4.7 din 5 stele din 3 evaluări ale clienților,111.00,111.00,în stoc,https://www.thomann.de/ro/evans_08_soundoff_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"TDrum 06"" Trigger Mesh Head","Ianuarie 2008 / 203361 / 1 bucată(ăţi) / 6"" / Single Ply / Black / Mesh Head / Mesh Head",4.5 din 5 stele din 16 evaluări ale clienților,38.00,38.00,în stoc,https://www.thomann.de/ro/tdrum_06_trigger_mesh_fell.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"TDrum 14"" Trigger Mesh Head","Ianuarie 2000 / 136529 / 1 bucată(ăţi) / Black / Mesh-Head / Mesh Head / No / No / 14"" / Single Ply",4.3 din 5 stele din 167 evaluări ale clienților,71.00,71.00,în stoc,https://www.thomann.de/ro/tdrum_th14.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 13"" dB Zero Mesh Head","Martie 2019 / 461526 / 1 bucată(ăţi) / 13"" / Single Ply",4.6 din 5 stele din 5 evaluări ale clienților,125.00,125.00,în stoc,https://www.thomann.de/ro/evans_13_soundoff_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 13"" Mesh Head","Mai 2016 / 381602 / 1 bucată(ăţi) / 13"" / Double Ply",4.5 din 5 stele din 88 evaluări ale clienților,45.00,45.00,în stoc,https://www.thomann.de/ro/millenium_quihead_13_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 20"" dB Zero Bass Mesh Head","Martie 2019 / 461532 / 1 bucată(ăţi) / 20"" / Single Ply",4.5 din 5 stele din 2 evaluări ale clienților,255.00,255.00,în stoc,https://www.thomann.de/ro/evans_20_soundoff_bass_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Roland MH2-18BD 18"" Powerply Head","Decembrie 2015 / 373301 / 1 bucată(ăţi) / 18"" / Double Ply",5.0 din 5 stele din 4 evaluări ale clienților,459.00,459.00,în stoc,https://www.thomann.de/ro/roland_mh2_18bd_18_powerply_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"TDrum 22"" Trigger Mesh Head Bass","Noiembrie 1999 / 136531 / 1 bucată(ăţi) / 22"" / Single Ply / Black / Mesh-Head / Mesh Head",4.2 din 5 stele din 77 evaluări ale clienților,168.00,168.00,în stoc,https://www.thomann.de/ro/tdrum_th22_triggerhead.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 22"" dB Zero Bass Mesh Head","Martie 2019 / 461533 / 1 bucată(ăţi) / 22"" / Single Ply",4.3 din 5 stele din 4 evaluări ale clienților,285.00,285.00,în stoc,https://www.thomann.de/ro/evans_22_soundoff_bass_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 16"" dB Zero Mesh Head","Martie 2019 / 461528 / 1 bucată(ăţi) / 16"" / Single Ply",4.9 din 5 stele din 7 evaluări ale clienților,145.00,145.00,în stoc,https://www.thomann.de/ro/evans_16_soundoff_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 10"" dB Zero Mesh Head","Martie 2019 / 461524 / 1 bucată(ăţi) / 10"" / Single Ply",4.9 din 5 stele din 11 evaluări ale clienților,115.00,115.00,în stoc,https://www.thomann.de/ro/evans_10_soundoff_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 24"" SoundOff Bass Mesh Head","Martie 2019 / 461536 / 1 bucată(ăţi) / 24"" / Single Ply",,275.00,275.00,în stoc,https://www.thomann.de/ro/evans_24_soundoff_bass_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 12"" dB Zero Mesh Head","Martie 2019 / 461525 / 1 bucată(ăţi) / 12"" / Single Ply",4.7 din 5 stele din 10 evaluări ale clienților,115.00,115.00,în stoc,https://www.thomann.de/ro/evans_12_soundoff_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 16"" Mesh Head","Mai 2016 / 381605 / 1 bucată(ăţi) / 16"" / Double Ply",4.4 din 5 stele din 82 evaluări ale clienților,50.00,50.00,în stoc,https://www.thomann.de/ro/millenium_quihead_16_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Roland MH2-13 13"" Powerply Mesh Head","Decembrie 2015 / 373298 / 1 bucată(ăţi) / 13"" / Double Ply",4.6 din 5 stele din 20 evaluări ale clienților,227.00,227.00,în stoc,https://www.thomann.de/ro/roland_mh2_13_13_powerply_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Roland MH2-16 16"" Powerply Mesh Head","Decembrie 2015 / 373300 / 1 bucată(ăţi) / 16"" / Double Ply",4.6 din 5 stele din 10 evaluări ale clienților,387.00,387.00,în stoc,https://www.thomann.de/ro/roland_mh2_16_16_powerply_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 18"" Silent Stroke Mesh Head","Decembrie 2013 / 323347 / 1 bucată(ăţi) / White / Mesh Head / Mesh Head / No / No / 18"" / Single Ply",3.9 din 5 stele din 7 evaluări ale clienților,175.00,175.00,în stoc,https://www.thomann.de/ro/remo_18_silent_stroke_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 16"" Black Mesh Head","Iulie 2017 / 404752 / 1 bucată(ăţi) / Black / Double Ply / Mesh Head / No / No / 16"" / Double Ply",4.5 din 5 stele din 41 evaluări ale clienților,50.00,50.00,în stoc,https://www.thomann.de/ro/millenium_quihead_16_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 22"" Mesh Head","Mai 2016 / 381608 / 1 bucată(ăţi) / 22"" / Double Ply",4.3 din 5 stele din 84 evaluări ale clienților,86.00,86.00,în stoc,https://www.thomann.de/ro/millenium_quihead_22_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Roland MH2-10 10"" Powerply Mesh Head","Decembrie 2015 / 373295 / 1 bucată(ăţi) / 10"" / Double Ply",4.7 din 5 stele din 37 evaluări ale clienților,199.00,199.00,Disponibil in 3-4 Saptamani,https://www.thomann.de/ro/roland_mh2_10_10_powerply_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 18"" Black Mesh Head","Iulie 2017 / 404753 / 1 bucată(ăţi) / Black / Double Ply / Mesh Head / No / No / 18"" / Double Ply",4.8 din 5 stele din 23 evaluări ale clienților,66.00,66.00,în stoc,https://www.thomann.de/ro/millenium_quihead_18_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 13"" Black Mesh Head","Iulie 2017 / 404750 / 1 bucată(ăţi) / Black / Mesh Head / Mesh Head / No / No / 13"" / Double Ply",4.6 din 5 stele din 36 evaluări ale clienților,45.00,45.00,în stoc,https://www.thomann.de/ro/millenium_quihead_13_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 08"" Silent Stroke Mesh Head","Octombrie 2013 / 323331 / 1 bucată(ăţi) / White / Mesh-Head / Mesh Head / No / No / 8"" / Single Ply",4.6 din 5 stele din 78 evaluări ale clienților,102.00,102.00,în stoc,https://www.thomann.de/ro/remo_08_silent_stroke_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Roland 14"" Mesh Head for PD-140DS","Aprilie 2022 / 542499 / 1 bucată(ăţi) / 14"" / Triple Ply",5.0 din 5 stele din 5 evaluări ale clienților,304.00,304.00,în stoc,https://www.thomann.de/ro/roland_14_mesh_head_for_pd_140ds.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 18"" Silent Stroke Mesh Head BD","Octombrie 2013 / 323348 / 1 bucată(ăţi) / White / Mesh Head / Mesh Head / No / No / No / 18"" / Single Ply",4.7 din 5 stele din 31 evaluări ale clienților,210.00,210.00,în stoc,https://www.thomann.de/ro/remo_18_silent_stroke_mesh_head_bd.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 20"" Mesh Head","Mai 2016 / 381607 / 1 bucată(ăţi) / 20"" / Double Ply",4.4 din 5 stele din 41 evaluări ale clienților,81.00,81.00,Disponibil in 8-10 Saptamani,https://www.thomann.de/ro/millenium_quihead_20_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 08"" Mesh Head","Mai 2016 / 381593 / 1 bucată(ăţi) / 8"" / Double Ply",4.2 din 5 stele din 88 evaluări ale clienților,38.00,38.00,în stoc,https://www.thomann.de/ro/millenium_quihead_08_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 22"" Black Mesh Head","Iulie 2017 / 404755 / 1 bucată(ăţi) / Black / Mesh-Head / Mesh Head / No / No / No / 22"" / Double Ply",4.2 din 5 stele din 55 evaluări ale clienților,86.00,86.00,în stoc,https://www.thomann.de/ro/millenium_quihead_22_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Evans 14"" dB Zero Mesh Head","Martie 2019 / 461527 / 1 bucată(ăţi) / 14"" / Single Ply",4.8 din 5 stele din 18 evaluări ale clienților,125.00,125.00,Disponibil in în aproximativ o săptămână,https://www.thomann.de/ro/evans_14_soundoff_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
Roland PDX-8 Spare Mesh Head,"Iulie 2017 / 416750 / 1 bucată(ăţi) / 8"" / Double Ply",4.7 din 5 stele din 13 evaluări ale clienților,149.00,149.00,în stoc,https://www.thomann.de/ro/roland_pdx_8_spare_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Roland MH2-12 12"" Powerply Mesh Head","Decembrie 2015 / 373296 / 1 bucată(ăţi) / 12"" / Double Ply",4.7 din 5 stele din 61 evaluări ale clienților,253.00,253.00,în stoc,https://www.thomann.de/ro/roland_mh2_12_12_powerply_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 20"" Silent Stroke Mesh Head BD","Octombrie 2013 / 323350 / 1 bucată(ăţi) / White / Mesh Head / Mesh Head / No / No / No / 20"" / Single Ply",4.6 din 5 stele din 69 evaluări ale clienților,215.00,215.00,în stoc,https://www.thomann.de/ro/remo_20_silent_stroke_mesh_head_bd.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 10"" Black Mesh Head","Iulie 2017 / 404748 / 1 bucată(ăţi) / Black / Double Ply / Mesh Head / No / No / 10"" / Double Ply",4.6 din 5 stele din 88 evaluări ale clienților,40.00,40.00,în stoc,https://www.thomann.de/ro/millenium_quihead_10_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 20"" Black Mesh Head","Iulie 2017 / 404754 / 1 bucată(ăţi) / Black / Mesh Head / Mesh Head / No / No / No / 20"" / Double Ply",4.4 din 5 stele din 36 evaluări ale clienților,81.00,81.00,în stoc,https://www.thomann.de/ro/millenium_quihead_20_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 10"" Silent Stroke Mesh Head","Octombrie 2013 / 323336 / 1 bucată(ăţi) / White / Mesh-Head / Mesh Head / No / No / 10"" / Single Ply",4.6 din 5 stele din 164 evaluări ale clienților,105.00,105.00,în stoc,https://www.thomann.de/ro/remo_10_silent_stroke_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 12"" Mesh Head","Mai 2016 / 381601 / 1 bucată(ăţi) / 12"" / Double Ply",4.4 din 5 stele din 149 evaluări ale clienților,41.00,41.00,în stoc,https://www.thomann.de/ro/millenium_quihead_12_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Millenium QuiHead 08"" Black Mesh Head","Iulie 2017 / 404747 / 1 bucată(ăţi) / Black / Double Ply / Mesh Head / No / No / 8"" / Double Ply",4.8 din 5 stele din 77 evaluări ale clienților,38.00,38.00,în stoc,https://www.thomann.de/ro/millenium_quihead_08_black_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 22"" Silent Stroke Mesh Head BD","Octombrie 2013 / 323353 / 1 bucată(ăţi) / White / Mesh-Head / Mesh Head / No / No / No / 22"" / Single Ply",4.6 din 5 stele din 141 evaluări ale clienților,235.00,235.00,în stoc,https://www.thomann.de/ro/remo_22_silent_stroke_mesh_head_bd.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 13"" Silent Stroke Mesh Head","Octombrie 2013 / 323339 / 1 bucată(ăţi) / White / Mesh Head / Mesh Head / No / No / 13"" / Single Ply",4.7 din 5 stele din 97 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_13_silent_stroke_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 16"" Silent Stroke Mesh Head","Octombrie 2013 / 323346 / 1 bucată(ăţi) / White / Mesh Head / Mesh Head / No / No / 16"" / Single Ply",4.7 din 5 stele din 107 evaluări ale clienților,140.00,140.00,în stoc,https://www.thomann.de/ro/remo_16_silent_stroke_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
"Remo 12"" Silent Stroke Mesh Head","Octombrie 2013 / 323337 / 1 bucată(ăţi) / White / Mesh Head / Mesh Head / No / No / 12"" / Single Ply",4.7 din 5 stele din 181 evaluări ale clienților,115.00,115.00,în stoc,https://www.thomann.de/ro/remo_12_silent_stroke_mesh_head.htm?type=category,https://www.thomann.de/ro/site_pt_tobe_electronice.html
