name,description,rating,price,,availability,product_url,listing_page_url
"Tama MP125ST 12""x05"" Mike Portnoy","Decembrie 2010 / 258256 / 1 bucată(ăţi) / 5"" / Yes / No / Black / Metall / Steel / Chrome / Mike Portnoy",5.0 din 5 stele din 5 evaluări ale clienților,2199.00,2199.00,în stoc,https://www.thomann.de/ro/tama_mp125st_12x05_mike_portnoy.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Tama SC145 14x05"" Stewart Copeland",Septembrie 2012 / 296650 / 1 bucată(ăţi) / Silver / No / No / Metall / Brass / Yes / Chrome / Stewart Copeland,5.0 din 5 stele din 8 evaluări ale clienților,2839.00,2839.00,în stoc,https://www.thomann.de/ro/tama_sc145_14x05_stewart_copeland.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
Tama JT147 John Tempesta Snare,"Septembrie 2007 / 196873 / 1 bucată(ăţi) / Gray / No / No / Lacquer, High glossy / Brass / Yes / Chrome, Satin / John Tempesta",5.0 din 5 stele din 9 evaluări ale clienților,"4,19",4190.00,în stoc,https://www.thomann.de/ro/tama_jt147_john_tempesta_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Sonor 12""x05"" Signature G.Harrison","Mai 2013 / 305871 / 1 bucată(ăţi) / Black / No / No / Lacquer, High glossy / Birch / No / Chrome / Gavin Harrison / 5""",5.0 din 5 stele din 4 evaluări ale clienților,5099.00,5099.00,în stoc,https://www.thomann.de/ro/sonor_12_x05_signature_g.harrison.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Tama 14""x6,5"" Snare Lars Ulrich","Iulie 2018 / 440918 / 1 bucată(ăţi) / 6,5"" / Yes / No / Chrome / Metall / Steel / Chrome / Lars Ulrich",5.0 din 5 stele din 5 evaluări ale clienților,3777.00,3777.00,în stoc,https://www.thomann.de/ro/tama_14_x65_snare_lars_ulrich.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Tama 14""x4,5"" Peter Erskine Jazz S.","Noiembrie 2021 / 512390 / 1 bucată(ăţi) / Brown / No / No / Lacquer, High glossy / Spruce, Maple / No / Chrome / Peter Erskine",5.0 din 5 stele din 8 evaluări ale clienților,"2,69",2690.00,în stoc,https://www.thomann.de/ro/tama_14_x45_peter_erskine_jazz_s.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Tama MP1455BU 14x5,5"" Mike Portnoy","Septembrie 2012 / 293193 / 1 bucată(ăţi) / 5,5"" / Black / No / No / Lacquer, High Gloss / Bubinga / Yes / Chrome / Bubinga / Mike Portnoy",5.0 din 5 stele din 7 evaluări ale clienților,"3,39",3390.00,în stoc,https://www.thomann.de/ro/tama_mp1455bu_14x55_mike_portnoy.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Dixon 14""x6.5"" Gregg Bissonette Sig.",Octombrie 2024 / 602755 / 1 bucată(ăţi) / Silver / No / No / Metall / Steel / No / Chrome / Gregg Bissonette,5.0 din 5 stele din 1 evaluări ale clienților,1477.00,1477.00,în stoc,https://www.thomann.de/ro/dixon_14_x6_5_gregg_bissonette_sig.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Ludwig 14""x6.5"" John Theodore Sig.",Mai 2025 / 613987 / 1 bucată(ăţi) / Nickel / No / No / Metall / Brass / No / Nickel / John Theodore,,8399.00,8399.00,în stoc,https://www.thomann.de/ro/ludwig_14_x6_5_john_theodore_sig.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
Gretsch Drums Keith Carlock Signature Snare,August 2021 / 513512 / 1 bucată(ăţi) / Brown / No / No / Metall / Brass / Yes / Chrome / Keith Carlock,5.0 din 5 stele din 3 evaluări ale clienților,5799.00,5799.00,Disponibil în câteva luni,https://www.thomann.de/ro/gretsch_drums_keith_carlock_signature_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Pearl 14""x6,5"" Matt McGuire Snare","Septembrie 2022 / 550509 / 1 bucată(ăţi) / Black / No / No / Lacquer, matt / Steel / No / Chrome / Matt McGuire",4.9 din 5 stele din 9 evaluări ale clienților,"2,19",2190.00,în stoc,https://www.thomann.de/ro/pearl_14_x65_matt_mcguire_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"DW 13""x5.5"" Sheila E. Icon Snare","Iunie 2025 / 609536 / 1 bucată(ăţi) / Natural / No / No / Lacquer, High glossy / Maple / No / Gold / Sheila E.",5.0 din 5 stele din 1 evaluări ale clienților,10444.00,10444.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_13_x5_5_sheila_e._icon_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Pearl 14""x06"" Matt Halpern Signature","Septembrie 2021 / 516969 / 1 bucată(ăţi) / Yes / No / Black / Lacquer, matt / Brass / Black / Matt Halpern",4.5 din 5 stele din 2 evaluări ale clienților,5699.00,5699.00,în stoc,https://www.thomann.de/ro/pearl_14_x06_matt_halpern_signature.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
Pearl IP1465 Ian Paice Snare Drum,"Noiembrie 2002 / 157169 / 1 bucată(ăţi) / Silver / No / No / Lacquer, High glossy / Steel / No / Chrome / Ian Paice",4.8 din 5 stele din 31 evaluări ale clienților,3333.00,3333.00,Disponibil in 1-2 Saptamani,https://www.thomann.de/ro/pearl_ip1465_snaredrum.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Sonor SSD 13""x5,75"" Brass BG 2.0",Ianuarie 2020 / 482061 / 1 bucată(ăţi) / No / No / Brass / Metall / Brass / Chrome / Benny Greb,4.9 din 5 stele din 32 evaluări ale clienților,4899.00,4899.00,în stoc,https://www.thomann.de/ro/sonor_ssd_13_x575_brass_bg_2.0.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Sonor 14""x5,25"" Signature G.Harrison","Februarie 2013 / 305868 / 1 bucată(ăţi) / Black / No / No / Lacquer, High glossy / Birch / No / Chrome / Gavin Harrison / 5,25"" / Birch",5.0 din 5 stele din 6 evaluări ale clienților,"4,09",4090.00,în stoc,https://www.thomann.de/ro/sonor_14_x525_signature_g.harrison.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
Ludwig LW0414CP Carl Palmer Snare,"Decembrie 2011 / 274799 / 1 bucată(ăţi) / Green / No / No / Lacquer, High glossy / Brass / Yes / Gold / Carl Palmer",4.8 din 5 stele din 36 evaluări ale clienților,2499.00,2499.00,Disponibil in 3-4 Saptamani,https://www.thomann.de/ro/ludwig_lw0414cp_carl_palmer_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Sonor SSD 14""x6,25"" Jost Nickel","Ianuarie 2020 / 476797 / 1 bucată(ăţi) / 6,25"" / Black / No / No / Lacquer, High Gloss / Beech / No / Chrome / Beech / Jost Nickel",5.0 din 5 stele din 3 evaluări ale clienților,4499.00,4499.00,în stoc,https://www.thomann.de/ro/sonor_ssd_14_x625_jost_nickel.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
Pearl JJ1365 Joey Jordison Snare,"August 2005 / 180453 / 1 bucată(ăţi) / Black / No / No / Lacquer, High glossy / Steel / No / Black / Joey Jordison",4.9 din 5 stele din 87 evaluări ale clienților,2499.00,2499.00,Disponibil in 1-2 Saptamani,https://www.thomann.de/ro/pearl_jj1365_joey_jordison_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"Sonor SSD 13""x5,75"" Benny Greb 2.0","Ianuarie 2020 / 482054 / 1 bucată(ăţi) / 5,75"" / Natural / No / No / Lacquer, Matt / Beech / No / Chrome / Benny Greb",4.9 din 5 stele din 38 evaluări ale clienților,4333.00,4333.00,în stoc,https://www.thomann.de/ro/sonor_ssd_13_x575_benny_greb_2.0.htm?type=category,https://www.thomann.de/ro/tobe_mici_cu_semnatura.html
"DS Drum 14""x6"" Seamless Cooper Snare","Iunie 2023 / 569372 / 1 bucată(ăţi) / No / No / 14"" / 6""",,4499.00,4499.00,în stoc,https://www.thomann.de/ro/ds_drum_14_x6_seamless_cooper_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Tama 14""x6,5"" Star Snare Reserve #4","Mai 2018 / 439727 / 1 bucată(ăţi) / No / Yes / 14"" / 6""",5.0 din 5 stele din 3 evaluări ale clienților,"5,39",5390.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/tama_14_x06_star_snare_reserve_4.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Schagerl Drums 14""x6,5"" Persephone Snare Drum","Decembrie 2019 / 473450 / 1 bucată(ăţi) / No / Yes / 14"" / 6,5""",5.0 din 5 stele din 1 evaluări ale clienților,8555.00,8555.00,la cerere,https://www.thomann.de/ro/schagerl_drums_14_x65_persephone_snare_drum.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Ludwig 14""x05"" Copper Phonic","Martie 2016 / 383120 / 1 bucată(ăţi) / No / No / 14"" / 5""",5.0 din 5 stele din 1 evaluări ale clienților,6099.00,6099.00,la cerere,https://www.thomann.de/ro/ludwig_14_x05_copper_phonic.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Ludwig 14""x6,5"" Acro Copper Snare","Februarie 2022 / 513556 / 1 bucată(ăţi) / No / No / 14"" / 6,5""",,6099.00,6099.00,la cerere,https://www.thomann.de/ro/ludwig_14_x65_acro_copper_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Ludwig 14""x05"" LC660KT Copper Phonic","Octombrie 2023 / 574126 / 1 bucată(ăţi) / No / Yes / 14"" / 5""",,7099.00,7099.00,la cerere,https://www.thomann.de/ro/ludwig_14x05_lc660kt_copper_phonic.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Ludwig 14""x6,5"" Raw Copper Phonic","Martie 2016 / 382996 / 1 bucată(ăţi) / No / No / 14"" / 6,5""",4.5 din 5 stele din 2 evaluări ale clienților,5799.00,5799.00,Disponibil in 8-10 Saptamani,https://www.thomann.de/ro/ludwig_14_x65_raw_copper_phonic.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"DW 14""x6,5"" Copper Snare","Noiembrie 2019 / 472835 / 1 bucată(ăţi) / No / Yes / 14"" / 6,5""",5.0 din 5 stele din 2 evaluări ale clienților,8099.00,8099.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_14_x65_copper_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"DW 14""x5,5"" Copper Snare","Mai 2019 / 461204 / 1 bucată(ăţi) / No / No / 14"" / 5,5""",5.0 din 5 stele din 3 evaluări ale clienților,"6,89",6890.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_14_x55_copper_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"DW PDP 14""x08"" Concept Copper","Iunie 2025 / 605274 / 1 bucată(ăţi) / No / No / 14"" / 8""",,3199.00,3199.00,în stoc,https://www.thomann.de/ro/dw_pdp_14_x08_concept_bronze_605274.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Tama PCP147 14"" Starphonic Copper","Martie 2019 / 456961 / 1 bucată(ăţi) / No / No / 14"" / 7""",5.0 din 5 stele din 22 evaluări ale clienților,"3,49",3490.00,în stoc,https://www.thomann.de/ro/tama_pcp147_14_starphonic_copper.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Gretsch Drums 14""x6,5"" Black Copper Snare","Iunie 2020 / 495466 / 1 bucată(ăţi) / Yes / No / 14"" / 6,5""",5.0 din 5 stele din 1 evaluări ale clienților,4999.00,4999.00,în stoc,https://www.thomann.de/ro/gretsch_14_x65_black_copper_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Mapex 14""x06"" Predator Snare","August 2020 / 497105 / 1 bucată(ăţi) / No / No / 14"" / 6""",5.0 din 5 stele din 1 evaluări ale clienților,2499.00,2499.00,în stoc,https://www.thomann.de/ro/mapex_14_x06_predator_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Ludwig 14""x6,5"" Hammered Copper Phon.","Mai 2016 / 383128 / 1 bucată(ăţi) / No / Yes / 14"" / 6,5""",5.0 din 5 stele din 1 evaluări ale clienților,"6,89",6890.00,Disponibil in 1-2 Saptamani,https://www.thomann.de/ro/ludwig_14_x65_hammered_copper_phon.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"Millenium 10""x5,5"" Copper Side Snare","Mai 2014 / 333902 / 1 bucată(ăţi) / No / No / 10"" / 5,5""",4.5 din 5 stele din 12 evaluări ale clienților,739.00,739.00,în stoc,https://www.thomann.de/ro/millenium_10x55_copper_side_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"DrumCraft 14""x5,5"" Vanguard Snare Copper","Martie 2024 / 570083 / 1 bucată(ăţi) / Yes / Yes / 14"" / 6,5""",,"1,99",1990.00,Disponibil in 5-7 Saptamani,https://www.thomann.de/ro/drumcraft_14_x55_vanguard_snare_copper.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"DrumCraft 14""x6,5"" Vanguard Snare Copper","Martie 2024 / 570086 / 1 bucată(ăţi) / Yes / Yes / 14"" / 6,5""",5.0 din 5 stele din 5 evaluări ale clienților,1999.00,1999.00,Disponibil in 5-7 Saptamani,https://www.thomann.de/ro/drumcraft_14_x65_vanguard_snare_copper.htm?type=category,https://www.thomann.de/ro/tobe_mici_din_cupru.html
"DW PDP 14""x6,5"" Concept Alu Snare","Decembrie 2020 / 506574 / 1 bucată(ăţi) / 14"" / 6,5"" / Aluminium / Chrome / No",4.0 din 5 stele din 1 evaluări ale clienților,3555.00,3555.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_pdp_14_x65_concept_alu_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW PDP 14""x5"" Concept Alu Snare","Septembrie 2021 / 513602 / 1 bucată(ăţi) / 14"" / 5"" / Aluminium / Chrome / No",5.0 din 5 stele din 2 evaluări ale clienților,3199.00,3199.00,în stoc,https://www.thomann.de/ro/dw_pdp_14_x5_concept_alu_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Gretsch Drums 14""x5"" Grand Prix Snare Drum","Februarie 2020 / 484799 / 1 bucată(ăţi) / 14"" / 5"" / Aluminium / Chrome / No",5.0 din 5 stele din 1 evaluări ale clienților,"2,39",2390.00,la cerere,https://www.thomann.de/ro/gretsch_14_x5_grand_prix_snare_drum.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW PDP 14""x08"" Concept Aluminium","Iunie 2025 / 605272 / 1 bucată(ăţi) / 14"" / 8"" / Aluminium / Chrome / No",,2499.00,2499.00,în stoc,https://www.thomann.de/ro/dw_pdp_14_x08_concept_aluminium.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Pearl 14""x05"" Ultra Cast Snare","Februarie 2024 / 586417 / 1 bucată(ăţi) / 14"" / 5"" / Black / Black / No",,5399.00,5399.00,în stoc,https://www.thomann.de/ro/pearl_14_x05_ultra_cast_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Gretsch Drums 14""x6,5"" Gold Series Snare Alu","Mai 2014 / 336222 / 1 bucată(ăţi) / 14"" / 6,5"" / Silver / Chrome / No",,3555.00,3555.00,în stoc,https://www.thomann.de/ro/gretsch_drums_14x65_gold_series_snare_alu.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Gretsch Drums 14""x6,5"" Grand Prix Snare Drum","Februarie 2020 / 484800 / 1 bucată(ăţi) / 14"" / 6,5"" / Aluminium / Chrome / No",,2499.00,2499.00,la cerere,https://www.thomann.de/ro/gretsch_14_x65_grand_prix_snare_drum.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW 14""x5,5"" Aluminium Snare","Aprilie 2023 / 564980 / 1 bucată(ăţi) / 14"" / 5,5"" / Aluminium / Satin / No",,3799.00,3799.00,în stoc,https://www.thomann.de/ro/dw_14_x55_aluminium_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Tama 14""x6,5"" Star Reserve Aluminum","Mai 2021 / 509966 / 1 bucată(ăţi) / 14"" / 6,5"" / Aluminium / Brass / No",5.0 din 5 stele din 2 evaluări ale clienților,5111.00,5111.00,în stoc,https://www.thomann.de/ro/tama_14_x65_star_reserve_aluminum.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Pearl 14""x6,5"" Ultra Cast Snare","Februarie 2024 / 586418 / 1 bucată(ăţi) / 14"" / 6,5"" / Black / Black / No",,5599.00,5599.00,în stoc,https://www.thomann.de/ro/pearl_14_x65_ultra_cast_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Pearl 14""x08"" Free Floating Aluminum","Mai 2014 / 337446 / 1 bucată(ăţi) / 14"" / 8"" / Aluminium / Chrome / Yes",,5499.00,5499.00,la cerere,https://www.thomann.de/ro/pearl_14x08_free_floating_aluminum.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Ludwig 14""x6,5"" Acro Aluminum Snare","Aprilie 2025 / 609719 / 1 bucată(ăţi) / 14"" / 6,5"" / Aluminium / Chrome / No",,3699.00,3699.00,în stoc,https://www.thomann.de/ro/ludwig_14_x65_acro_aluminum_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Noble & Cooley 14""x06"" Alloy Classic Snare","Mai 2017 / 414057 / 1 bucată(ăţi) / 14"" / 6"" / Aluminium / Chrome / No",5.0 din 5 stele din 5 evaluări ale clienților,6333.00,6333.00,Disponibil in în aproximativ o săptămână,https://www.thomann.de/ro/noble_cooley_14_x06_alloy_classic_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Ludwig 14""x05"" LA404K Acrophonic Sn.","Mai 2023 / 564870 / 1 bucată(ăţi) / 14"" / 5"" / Aluminium / Chrome / Yes",5.0 din 5 stele din 3 evaluări ale clienților,"3,89",3890.00,în stoc,https://www.thomann.de/ro/ludwig_14_x05_la404k_acrophonic_sn.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Sonor 14""x5,75"" Kompressor Alu. SD","Aprilie 2023 / 563742 / 1 bucată(ăţi) / 14"" / 5,75"" / Aluminium / Chrome / No",5.0 din 5 stele din 1 evaluări ale clienților,2799.00,2799.00,în stoc,https://www.thomann.de/ro/sonor_14_x575_kompressor_alu._sd.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW 14""x6,5"" Aluminium Snare","Mai 2011 / 265591 / 1 bucată(ăţi) / 14"" / 6,5"" / Satin / Satin / No",5.0 din 5 stele din 5 evaluări ale clienților,"3,99",3990.00,în stoc,https://www.thomann.de/ro/dw_14x65_aluminium_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
Ludwig LM402K Supra Phonic Snare,"Iulie 2020 / 496535 / 1 bucată(ăţi) / 14"" / 6,5"" / Chrome / Chrome / No",5.0 din 5 stele din 1 evaluări ale clienților,5099.00,5099.00,în stoc,https://www.thomann.de/ro/ludwig_lm402k_supra_phonic_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DS Drum 14""x6"" Seamless Aluminium","Iunie 2023 / 569370 / 1 bucată(ăţi) / 14"" / 6"" / Silver / Chrome / No",5.0 din 5 stele din 1 evaluări ale clienților,2999.00,2999.00,la cerere,https://www.thomann.de/ro/ds_drum_14_x6_seamless_aluminium.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW 14""x5,5"" Thin Aluminium Snare","Aprilie 2013 / 310539 / 1 bucată(ăţi) / 14"" / 5,5"" / Satin / Chrome / No",5.0 din 5 stele din 3 evaluări ale clienților,2999.00,2999.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_14x55_thin_aluminium_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Ludwig 14""x05"" LM400T Supra Phonic","Noiembrie 2019 / 474458 / 1 bucată(ăţi) / 14"" / 5"" / Aluminium / Chrome / No",4.5 din 5 stele din 2 evaluări ale clienților,4666.00,4666.00,Disponibilitate medie (aprox. 1-2 săptămâni),https://www.thomann.de/ro/ludwig_14_x05_lm400t_supra_phonic.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
Tama LAL1455 Sound Lab Snare,"Aprilie 2017 / 407060 / 1 bucată(ăţi) / 14"" / 5,5"" / Aluminium / Chrome / No",4.8 din 5 stele din 12 evaluări ale clienților,1859.00,1859.00,în stoc,https://www.thomann.de/ro/tama_lal1455_sound_lab_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Dialtune 14""x6,5"" Matte Black Alu SD","Martie 2025 / 604343 / 1 bucată(ăţi) / 14"" / Black / Chrome / Yes",,5099.00,5099.00,în stoc,https://www.thomann.de/ro/dialtune_14_x65_matte_black_alu_sd.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW 13""x5,5"" Aluminium Snare","Martie 2014 / 337007 / 1 bucată(ăţi) / 13"" / 5,5"" / Satin / Satin / No",5.0 din 5 stele din 3 evaluări ale clienților,3666.00,3666.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_13x55_aluminium_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"DW 14""x5,5"" Design Aluminium SD","Ianuarie 2024 / 584026 / 1 bucată(ăţi) / 14"" / 5,5"" / Satin / Chrome / No",,"2,29",2290.00,în stoc,https://www.thomann.de/ro/dw_14x55_design_aluminium_sd.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
"Gretsch Drums 14""x6,5"" Solid Aluminum Snare","Februarie 2019 / 458601 / 1 bucată(ăţi) / 14"" / 6,5"" / Aluminium / Chrome / Yes",5.0 din 5 stele din 2 evaluări ale clienților,5599.00,5599.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/gretsch_14_x65_solid_aluminum_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_aluminiu.html
